model_path,variant,image,question,ground_truth,prediction,Yes_logit,No_logit,correct
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar/0/0000_phA00_phB00.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,-10.297027587890625,-10.067702293395996,True
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar/0/0000_phA00_phB01.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,-10.234067916870117,-10.121684074401855,True
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar/0/0000_phA00_phB02.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,-10.185991287231445,-10.141083717346191,True
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar/0/0000_phA00_phB03.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,-10.11082935333252,-10.16872501373291,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar/0/0000_phA00_phB04.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,-10.077607154846191,-10.227788925170898,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar/0/0000_phA00_phB05.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,-10.087589263916016,-10.304316520690918,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar/0/0000_phA00_phB06.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,-9.98470687866211,-10.301753997802734,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar/0/0000_phA00_phB07.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,-10.067212104797363,-10.219378471374512,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar/0/0000_phA00_phB08.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,-10.154706954956055,-10.15842056274414,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar/0/0000_phA00_phB09.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,-10.215256690979004,-10.110674858093262,True
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar/0/0000_phA00_phB10.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,-10.115950584411621,-10.10327434539795,True
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar/0/0000_phA00_phB11.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,-10.205092430114746,-10.123688697814941,True
