model_path,variant,image,question,ground_truth,prediction,A_logit,B_logit,correct
/app/DATA/data_scale_exp_80k/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB00.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.907224655151367,-9.438848495483398,False
/app/DATA/data_scale_exp_80k/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB01.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.898244857788086,-9.419072151184082,False
/app/DATA/data_scale_exp_80k/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB02.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.926862716674805,-9.4357271194458,False
/app/DATA/data_scale_exp_80k/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB03.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.929533004760742,-9.43929672241211,False
/app/DATA/data_scale_exp_80k/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB04.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.936820983886719,-9.449074745178223,False
/app/DATA/data_scale_exp_80k/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB05.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.9470853805542,-9.460126876831055,False
/app/DATA/data_scale_exp_80k/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB06.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.950058937072754,-9.475069046020508,False
/app/DATA/data_scale_exp_80k/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB07.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.926027297973633,-9.45382022857666,False
/app/DATA/data_scale_exp_80k/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB08.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.911377906799316,-9.438570976257324,False
/app/DATA/data_scale_exp_80k/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB09.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.933232307434082,-9.481100082397461,False
