model_path,variant,image,question,ground_truth,prediction,A_logit,B_logit,correct
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB00.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.032904624938965,-9.717676162719727,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB01.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.043380737304688,-9.741569519042969,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB02.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.068094253540039,-9.761676788330078,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB03.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.063390731811523,-9.76326847076416,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB04.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.065828323364258,-9.782281875610352,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB05.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.082712173461914,-9.818512916564941,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB06.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.099395751953125,-9.846792221069336,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB07.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.06765079498291,-9.811951637268066,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB08.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.058976173400879,-9.802715301513672,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB09.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.075446128845215,-9.823115348815918,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB10.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.141609191894531,-9.90898609161377,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB11.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.108231544494629,-9.864063262939453,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB12.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.106110572814941,-9.848068237304688,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB13.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.120346069335938,-9.856639862060547,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB14.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.152931213378906,-9.890606880187988,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB15.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.076862335205078,-9.784385681152344,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB00.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.044718742370605,-9.73111629486084,False
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB01.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-10.044291496276855,-9.733444213867188,False
