model_path,variant,image,question,ground_truth,prediction,A_logit,B_logit,correct
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB00.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-10.44322681427002,-11.114520072937012,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB01.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-10.49754524230957,-11.21474552154541,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB02.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-10.461424827575684,-11.122701644897461,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB03.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-10.500033378601074,-11.17935848236084,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB04.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-10.394721031188965,-10.978195190429688,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB05.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-10.046723365783691,-10.312342643737793,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB06.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-9.805887222290039,-9.91698932647705,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB07.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,B,-9.600606918334961,-9.443580627441406,True
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB08.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,B,-9.40293025970459,-8.990010261535645,True
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB09.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,B,-9.279610633850098,-8.596355438232422,True
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB10.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,B,-9.186893463134766,-8.519786834716797,True
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB11.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,B,-9.312614440917969,-8.547950744628906,True
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB12.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,B,-9.341796875,-8.70494270324707,True
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB13.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,B,-9.371683120727539,-8.863677978515625,True
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB14.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,B,-9.479698181152344,-9.380533218383789,True
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA00_phB15.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-9.839564323425293,-10.058243751525879,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA01_phB00.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-10.039680480957031,-10.472651481628418,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA01_phB01.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-10.33034896850586,-10.9899320602417,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA01_phB02.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-10.301228523254395,-10.900078773498535,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA01_phB03.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-10.281245231628418,-10.850373268127441,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA01_phB04.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-10.114771842956543,-10.522605895996094,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA01_phB05.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,A,-9.714115142822266,-9.737547874450684,False
/app/DATA/data_scale_exp_800k/unshared,obj1_closer,output/phasevar_3/0/0000_phA01_phB06.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",B,B,-9.516640663146973,-9.414045333862305,True
