model_path,variant,image,question,ground_truth,prediction,A_logit,B_logit,correct
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB00.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.938004493713379,-9.490274429321289,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB01.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.945775032043457,-9.519387245178223,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB02.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.966697692871094,-9.53918743133545,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB03.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.961124420166016,-9.540029525756836,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB04.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.970942497253418,-9.569616317749023,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB05.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.959574699401855,-9.557443618774414,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB06.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.963032722473145,-9.556868553161621,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB07.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.915047645568848,-9.495607376098633,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB08.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.896322250366211,-9.46538257598877,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB09.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.884858131408691,-9.440961837768555,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB10.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.932435035705566,-9.497455596923828,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB11.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.893966674804688,-9.444358825683594,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB12.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.904208183288574,-9.452569961547852,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB13.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.914652824401855,-9.453749656677246,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB14.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.973530769348145,-9.52951431274414,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB15.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.937178611755371,-9.485387802124023,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB00.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.937328338623047,-9.482587814331055,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB01.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.949535369873047,-9.51125431060791,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB02.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.975221633911133,-9.549460411071777,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB03.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.978292465209961,-9.559130668640137,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB04.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.975946426391602,-9.572343826293945,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB05.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.974214553833008,-9.572091102600098,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB06.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.967127799987793,-9.55385971069336,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB07.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.914311408996582,-9.483614921569824,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB08.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.893710136413574,-9.452269554138184,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB09.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.883675575256348,-9.427356719970703,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB10.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.944756507873535,-9.502175331115723,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB11.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.90006160736084,-9.446551322937012,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB12.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.929847717285156,-9.469175338745117,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB13.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.925713539123535,-9.458345413208008,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB14.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.964920997619629,-9.5140962600708,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB15.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.961874961853027,-9.505126953125,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA02_phB00.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.963314056396484,-9.504507064819336,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA02_phB01.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.932147026062012,-9.482324600219727,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA02_phB02.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.992593765258789,-9.567646980285645,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA02_phB03.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.96694564819336,-9.542407989501953,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA02_phB04.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.999114036560059,-9.592244148254395,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA02_phB05.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.976056098937988,-9.570908546447754,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA02_phB06.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.96535873413086,-9.551380157470703,True
/app/DATA/data_scale_exp_80k/unshared,obj2_farther,output/phasevar_3/0/0000_phA02_phB07.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.916990280151367,-9.484200477600098,True
