model_path,variant,image,question,ground_truth,prediction,A_logit,B_logit,correct
/app/DATA/data_scale_exp_2m/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB00.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.541601181030273,-9.023720741271973,False
/app/DATA/data_scale_exp_2m/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB01.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.961292266845703,-9.479790687561035,False
/app/DATA/data_scale_exp_2m/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB02.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,A,-9.708334922790527,-9.73542308807373,True
/app/DATA/data_scale_exp_2m/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB03.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.689088821411133,-9.661886215209961,False
/app/DATA/data_scale_exp_2m/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB04.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.890541076660156,-9.737969398498535,False
/app/DATA/data_scale_exp_2m/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB05.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,A,-9.994802474975586,-10.18136978149414,True
/app/DATA/data_scale_exp_2m/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB06.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,A,-10.242562294006348,-10.797469139099121,True
/app/DATA/data_scale_exp_2m/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB07.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,A,-10.249943733215332,-10.761902809143066,True
/app/DATA/data_scale_exp_2m/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB08.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,A,-10.111703872680664,-10.511037826538086,True
/app/DATA/data_scale_exp_2m/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB09.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,A,-9.8877592086792,-10.567883491516113,True
/app/DATA/data_scale_exp_2m/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB10.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,A,-9.624303817749023,-10.137585639953613,True
/app/DATA/data_scale_exp_2m/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB11.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,A,-9.497601509094238,-9.555816650390625,True
/app/DATA/data_scale_exp_2m/unshared,obj1_farther,output/phasevar_3/0/0000_phA00_phB12.png,"Compared to the magenta cube, is the green sphere closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",A,B,-9.441283226013184,-9.259136199951172,False
