model_path,variant,image,question,ground_truth,prediction,A_logit,B_logit,correct
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB00.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,A,-9.933456420898438,-10.188116073608398,False
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB01.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,A,-9.981369018554688,-10.351532936096191,False
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB02.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,A,-10.011259078979492,-10.414799690246582,False
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB03.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,A,-10.036888122558594,-10.380114555358887,False
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB04.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,A,-10.039237976074219,-10.319003105163574,False
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB05.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,A,-9.950553894042969,-10.206905364990234,False
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB06.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,A,-9.962964057922363,-10.253790855407715,False
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB07.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,A,-9.7008638381958,-9.75268268585205,False
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB08.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.585469245910645,-9.47867202758789,True
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB09.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.2328519821167,-8.719992637634277,True
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB10.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.542033195495605,-9.16451358795166,True
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB11.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.36396312713623,-8.798845291137695,True
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB12.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.446216583251953,-9.02534294128418,True
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB13.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.439520835876465,-9.042524337768555,True
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB14.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.61124038696289,-9.447046279907227,True
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA00_phB15.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.531455039978027,-9.392900466918945,True
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB00.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,B,-9.588077545166016,-9.567399978637695,True
/app/DATA/data_scale_exp_800k/unshared,obj2_farther,output/phasevar_3/0/0000_phA01_phB01.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) farther (B) closer. Answer with a single letter: A or B.",B,A,-9.772254943847656,-9.957366943359375,False
