model_path,variant,image,question,ground_truth,prediction,A_logit,B_logit,correct
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB00.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-8.982901573181152,-8.743538856506348,False
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB01.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-8.954726219177246,-8.788471221923828,False
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB02.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-8.81859302520752,-8.609355926513672,False
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB03.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-8.851727485656738,-8.640893936157227,False
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB04.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-9.053834915161133,-9.053378105163574,False
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB05.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-9.619648933410645,-9.994479179382324,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB06.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-9.912766456604004,-10.437874794006348,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB07.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.1901273727417,-10.87499713897705,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB08.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.348163604736328,-11.049671173095703,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB09.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.834218978881836,-11.676441192626953,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB10.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-11.187373161315918,-12.10489273071289,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB11.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-11.125738143920898,-11.951233863830566,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB12.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.535656929016113,-11.012939453125,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB13.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.434868812561035,-10.843236923217773,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB14.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.380240440368652,-10.814055442810059,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA00_phB15.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-9.760187149047852,-9.964632034301758,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB00.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-9.292625427246094,-9.332086563110352,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB01.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-9.048087120056152,-8.983075141906738,False
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB02.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-9.021942138671875,-9.009661674499512,False
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB03.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-9.100113868713379,-9.135600090026855,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB04.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-9.383661270141602,-9.600186347961426,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB05.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-9.951433181762695,-10.51956558227539,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB06.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.207636833190918,-10.914813041687012,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB07.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.438570022583008,-11.242730140686035,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB08.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.536620140075684,-11.313645362854004,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB09.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.955459594726562,-11.84978199005127,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB10.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-11.261698722839355,-12.23086166381836,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB11.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-11.202451705932617,-12.06437873840332,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB12.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.639852523803711,-11.159685134887695,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB13.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.549308776855469,-11.010286331176758,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB14.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.473352432250977,-10.973371505737305,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA01_phB15.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-9.905340194702148,-10.244678497314453,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB00.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-9.473855018615723,-9.642759323120117,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB01.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-9.057629585266113,-8.988323211669922,False
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB02.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-8.961379051208496,-8.90976619720459,False
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB03.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-9.208561897277832,-9.313029289245605,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB04.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-9.41804027557373,-9.650615692138672,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB05.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.000575065612793,-10.610939979553223,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB06.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.327786445617676,-11.119255065917969,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB07.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.504446029663086,-11.358888626098633,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB08.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.633580207824707,-11.44231128692627,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB09.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.982925415039062,-11.895156860351562,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB10.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-11.302672386169434,-12.286954879760742,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB11.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-11.203572273254395,-12.081748008728027,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB12.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.674302101135254,-11.213459968566895,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB13.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.559762001037598,-11.033370018005371,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB14.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-10.508111953735352,-11.034781455993652,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA02_phB15.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-9.901189804077148,-10.23396110534668,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA03_phB00.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,A,-9.43388843536377,-9.449435234069824,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_3/0/0000_phA03_phB01.png,"Compared to the green sphere, is the magenta cube closer to the camera or farther from the camera? (A) closer (B) farther. Answer with a single letter: A or B.",A,B,-9.19115161895752,-9.037508964538574,False
