model_path,text,image,Yes_logit,No_logit
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0000.png,-8.858844757080078,-10.091136932373047
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0001.png,-8.748384475708008,-10.692566871643066
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0002.png,-8.682229042053223,-10.647753715515137
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0003.png,-8.701123237609863,-10.758696556091309
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0004.png,-8.701342582702637,-10.760799407958984
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0005.png,-8.726336479187012,-10.842855453491211
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0006.png,-8.730551719665527,-10.8069486618042
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0007.png,-8.753732681274414,-10.410717964172363
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0008.png,-8.806598663330078,-9.990995407104492
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0009.png,-8.895435333251953,-9.787627220153809
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0010.png,-8.861721992492676,-10.157455444335938
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0011.png,-8.899608612060547,-10.009050369262695
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0012.png,-8.856118202209473,-9.930822372436523
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0013.png,-8.835099220275879,-9.80921745300293
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0014.png,-8.855186462402344,-9.84568977355957
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0015.png,-8.895852088928223,-9.725621223449707
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0016.png,-9.014491081237793,-9.678984642028809
/app/DATA/data_scale_exp_400k/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0017.png,-8.81821060180664,-10.457002639770508
