model_path,text,image,Yes_logit,No_logit
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0000.png,-9.55567455291748,-10.176202774047852
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0001.png,-9.166215896606445,-10.316250801086426
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0002.png,-9.193700790405273,-10.334966659545898
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0003.png,-8.948078155517578,-10.422929763793945
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0004.png,-8.858924865722656,-10.366043090820312
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0005.png,-8.884111404418945,-10.221851348876953
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0006.png,-9.076528549194336,-10.033576965332031
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0007.png,-9.040755271911621,-9.964435577392578
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0008.png,-9.710807800292969,-9.87399959564209
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0009.png,-9.906745910644531,-10.03445816040039
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0010.png,-10.315191268920898,-10.223350524902344
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0011.png,-9.922920227050781,-10.16915512084961
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0012.png,-9.58681583404541,-10.187023162841797
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0013.png,-9.829638481140137,-10.180502891540527
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0014.png,-11.070929527282715,-10.406962394714355
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0015.png,-10.104048728942871,-10.16899299621582
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0016.png,-10.383536338806152,-10.276426315307617
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0017.png,-9.429794311523438,-10.235227584838867
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0018.png,-9.296445846557617,-10.260635375976562
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0019.png,-8.96213150024414,-10.3399658203125
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0020.png,-8.908173561096191,-10.336859703063965
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0021.png,-8.959041595458984,-10.232193946838379
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0022.png,-9.21058464050293,-10.019424438476562
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0023.png,-9.284968376159668,-9.87056827545166
/app/DATA/data_scale_exp_2m/unshared,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0024.png,-10.103617668151855,-9.937591552734375
