model_path,variant,image,question,ground_truth,prediction,Yes_logit,No_logit,correct
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB00.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.01938533782959,-9.66707992553711,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB01.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.070502281188965,-9.79870891571045,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB02.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.056379318237305,-9.751877784729004,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB03.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.087111473083496,-9.807328224182129,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB04.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.119760513305664,-9.846545219421387,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB05.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.098335266113281,-9.85838794708252,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB06.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.0769681930542,-9.79892635345459,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB07.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.051584243774414,-9.81114387512207,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB08.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.067652702331543,-9.771440505981445,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB09.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.08191204071045,-9.772119522094727,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB10.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.0245361328125,-9.73999309539795,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB11.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.026476860046387,-9.762462615966797,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB12.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.05029296875,-9.776206016540527,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB13.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.023618698120117,-9.710000038146973,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB14.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-8.996533393859863,-9.67012882232666,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA00_phB15.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.019756317138672,-9.650391578674316,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA01_phB00.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.023653030395508,-9.66471004486084,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA01_phB01.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.023639678955078,-9.683121681213379,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA01_phB02.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.035433769226074,-9.723133087158203,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA01_phB03.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.063172340393066,-9.753788948059082,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA01_phB04.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.08706283569336,-9.799662590026855,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA01_phB05.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.076454162597656,-9.82114028930664,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA01_phB06.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.057818412780762,-9.78628921508789,False
/app/DATA/data_scale_exp_80k/unshared,obj1_closer,output/phasevar_4/0/0000_phA01_phB07.png,Is the cyan cube closer to the camera than the green sphere? Answer with yes or no.,No,Yes,-9.053091049194336,-9.783408164978027,False
