model_path,text,image,Yes_logit,No_logit
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0000.png,-9.569986343383789,-10.758015632629395
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0001.png,-9.664273262023926,-10.644369125366211
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0002.png,-9.84133529663086,-10.285775184631348
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0003.png,-9.813263893127441,-10.662930488586426
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0004.png,-9.883055686950684,-10.560579299926758
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0005.png,-9.960789680480957,-10.699979782104492
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0006.png,-10.006726264953613,-10.440154075622559
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0007.png,-9.913555145263672,-10.558797836303711
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0008.png,-10.022209167480469,-10.527427673339844
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0009.png,-9.877908706665039,-10.801800727844238
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0010.png,-9.700723648071289,-10.525477409362793
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0011.png,-9.781855583190918,-10.715084075927734
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0012.png,-9.834917068481445,-10.820265769958496
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0013.png,-9.677826881408691,-10.746047019958496
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0014.png,-9.64736557006836,-10.687567710876465
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0015.png,-9.588027000427246,-10.923439025878906
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0016.png,-9.543416976928711,-10.799492835998535
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0017.png,-9.550407409667969,-10.860957145690918
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0018.png,-9.825937271118164,-10.352755546569824
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0019.png,-9.830692291259766,-10.827117919921875
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0020.png,-9.908350944519043,-10.867097854614258
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0021.png,-9.923628807067871,-10.8844575881958
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0022.png,-9.921010971069336,-10.456676483154297
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0023.png,-9.848611831665039,-10.538018226623535
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0024.png,-9.932271957397461,-10.371682167053223
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0025.png,-9.821292877197266,-10.647503852844238
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0026.png,-9.75236988067627,-10.616029739379883
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0027.png,-9.850311279296875,-10.876487731933594
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0028.png,-9.845754623413086,-10.976829528808594
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0029.png,-9.804932594299316,-10.895684242248535
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0030.png,-9.713608741760254,-10.670557975769043
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0031.png,-9.603878021240234,-10.89736270904541
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0032.png,-9.678242683410645,-10.770026206970215
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0033.png,-9.618618965148926,-11.130210876464844
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0034.png,-9.735782623291016,-10.515299797058105
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0035.png,-9.84568977355957,-11.102079391479492
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0036.png,-9.896374702453613,-10.95208740234375
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0037.png,-9.960360527038574,-11.108393669128418
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0038.png,-9.911052703857422,-10.69244384765625
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0039.png,-9.85847282409668,-10.726943016052246
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0040.png,-9.896401405334473,-10.942959785461426
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0041.png,-9.911513328552246,-11.171662330627441
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0042.png,-9.854857444763184,-11.068796157836914
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0043.png,-9.939390182495117,-11.324483871459961
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0044.png,-9.962449073791504,-11.482311248779297
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0045.png,-9.902539253234863,-11.393712043762207
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0046.png,-9.749573707580566,-10.934074401855469
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0047.png,-9.663374900817871,-11.149948120117188
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0048.png,-9.712775230407715,-10.64505386352539
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0049.png,-9.678404808044434,-11.022829055786133
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0050.png,-9.819511413574219,-10.396458625793457
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0051.png,-9.859345436096191,-10.82661247253418
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0052.png,-9.904294967651367,-10.507250785827637
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0053.png,-9.923985481262207,-10.635527610778809
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0054.png,-9.997544288635254,-10.174179077148438
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0055.png,-9.937381744384766,-10.171019554138184
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0056.png,-9.940008163452148,-10.515049934387207
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0057.png,-9.920355796813965,-10.737286567687988
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0058.png,-9.872176170349121,-10.541478157043457
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0059.png,-9.950373649597168,-10.986637115478516
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0060.png,-9.922477722167969,-11.041206359863281
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0061.png,-9.982388496398926,-11.20884895324707
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0062.png,-9.840787887573242,-10.885295867919922
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0063.png,-9.780284881591797,-11.118326187133789
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0064.png,-9.82522964477539,-11.136151313781738
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0065.png,-9.859644889831543,-11.435698509216309
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0066.png,-9.873306274414062,-10.625675201416016
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0067.png,-9.949525833129883,-11.16499137878418
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0068.png,-9.958574295043945,-10.750076293945312
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0069.png,-10.005631446838379,-10.759283065795898
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0070.png,-10.112878799438477,-10.300235748291016
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0071.png,-10.02997875213623,-10.392224311828613
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0072.png,-9.9561767578125,-10.710555076599121
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0073.png,-9.985330581665039,-10.861555099487305
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0074.png,-9.94388484954834,-10.696054458618164
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0075.png,-9.939693450927734,-11.086913108825684
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0076.png,-9.9779052734375,-11.252897262573242
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0077.png,-9.986475944519043,-11.234648704528809
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0078.png,-9.8624267578125,-11.065759658813477
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0079.png,-9.85848331451416,-11.245096206665039
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0080.png,-9.829400062561035,-11.1618013381958
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0081.png,-9.876850128173828,-11.534856796264648
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0082.png,-9.85325813293457,-10.719414710998535
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0083.png,-9.975934028625488,-11.29694938659668
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0084.png,-9.94295597076416,-10.753525733947754
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0085.png,-9.96360969543457,-10.732053756713867
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0086.png,-10.041991233825684,-10.323644638061523
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0087.png,-9.99325942993164,-10.215824127197266
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0088.png,-9.88217830657959,-10.545173645019531
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0089.png,-9.929512023925781,-10.902860641479492
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0090.png,-9.892623901367188,-10.700277328491211
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0091.png,-9.941777229309082,-11.180719375610352
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0092.png,-10.029671669006348,-11.462779998779297
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0093.png,-10.025030136108398,-11.351142883300781
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0094.png,-9.871225357055664,-11.113131523132324
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0095.png,-9.871330261230469,-11.432802200317383
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0096.png,-9.84809398651123,-11.091721534729004
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0097.png,-9.867883682250977,-11.353035926818848
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0098.png,-9.833535194396973,-10.706113815307617
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0099.png,-9.966217994689941,-11.157766342163086
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0100.png,-9.9465913772583,-10.681087493896484
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0101.png,-9.966405868530273,-10.921202659606934
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0102.png,-10.034296989440918,-10.544148445129395
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0103.png,-9.997414588928223,-10.43151569366455
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0104.png,-9.884679794311523,-10.770867347717285
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0105.png,-9.950677871704102,-11.235652923583984
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0106.png,-9.896571159362793,-11.039963722229004
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0107.png,-9.947632789611816,-11.467618942260742
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0108.png,-10.074721336364746,-11.596112251281738
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0109.png,-10.041457176208496,-11.418686866760254
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0110.png,-9.955453872680664,-11.218582153320312
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0111.png,-9.903961181640625,-11.305217742919922
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0112.png,-9.797736167907715,-11.008406639099121
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0113.png,-9.87213134765625,-11.41680908203125
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0114.png,-9.96516227722168,-10.669443130493164
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0115.png,-9.995072364807129,-10.96638298034668
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0116.png,-10.016939163208008,-10.600709915161133
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0117.png,-9.973994255065918,-10.618947982788086
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0118.png,-10.097085952758789,-10.16447925567627
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0119.png,-9.980897903442383,-10.3026704788208
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0120.png,-10.043766975402832,-10.34373950958252
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h13/0121.png,-9.933623313903809,-10.935182571411133
