model_path,text,image,Yes_logit,No_logit
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0000.png,-9.555896759033203,-10.372121810913086
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0001.png,-9.623245239257812,-10.341349601745605
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0002.png,-9.850128173828125,-10.292622566223145
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0003.png,-9.91079330444336,-10.726163864135742
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0004.png,-9.945856094360352,-10.792201042175293
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0005.png,-9.958101272583008,-10.812715530395508
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0006.png,-10.001538276672363,-10.457062721252441
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0007.png,-9.84660530090332,-10.423142433166504
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0008.png,-9.938435554504395,-10.24913215637207
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0009.png,-9.836347579956055,-10.596653938293457
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0010.png,-9.780999183654785,-10.504150390625
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0011.png,-9.848161697387695,-10.665914535522461
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0012.png,-9.833406448364258,-10.860091209411621
allenai/Molmo-7B-O-0924,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h12/0013.png,-9.735523223876953,-10.752925872802734
