metric	value
mean_p_correct	0.5307888161377674
min_p_correct	0.3524962736896098
max_p_correct	0.7056179275443754
rmse_avg	0.1883042495686545
obj1_top	0.5837808439314013
obj1_bottom	0.48940575136274234
obj1_delta_bottom_vs_top	-0.09437509256865895
obj2_top	0.42954932316703476
obj2_bottom	0.6422154207560233
obj2_delta_bottom_vs_top	0.21266609758898858
obj1_right	0.5231609014858639
obj1_left	0.5191750484554583
obj1_delta_left_vs_right	-0.003985853030405662
obj2_right	0.5390595475740974
obj2_left	0.5259747788419243
obj2_delta_left_vs_right	-0.013084768732173013
o1top_o2bot	0.6720954658820708
o1bot_o2top	0.3904154983006001
delta_o1top_o2bot_vs_o1bot_o2top	0.28167996758147074
