model_path,variant,image,question,ground_truth,prediction,Yes_logit,No_logit,correct
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB00.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.797555923461914,-11.619351387023926,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB01.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.867654800415039,-11.27041244506836,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB02.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.908658981323242,-11.29904842376709,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB03.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.982885360717773,-11.144757270812988,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB04.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.206357955932617,-11.33260726928711,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB05.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.207412719726562,-11.663105010986328,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB06.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.156096458435059,-11.830072402954102,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB07.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.090958595275879,-11.508387565612793,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB08.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.064596176147461,-11.611486434936523,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB09.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.061332702636719,-12.021188735961914,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB10.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.175825119018555,-12.81326675415039,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB11.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.222284317016602,-12.974149703979492,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB12.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.179642677307129,-12.722039222717285,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB13.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.134453773498535,-12.842386245727539,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB14.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.112326622009277,-13.02836799621582,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA00_phB15.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.927123069763184,-12.221749305725098,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA01_phB00.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.80279541015625,-11.934643745422363,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA01_phB01.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.80577278137207,-11.41895866394043,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA01_phB02.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.842069625854492,-11.463050842285156,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA01_phB03.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.95499324798584,-11.311838150024414,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA01_phB04.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.117965698242188,-11.480977058410645,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA01_phB05.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.162678718566895,-11.817550659179688,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA01_phB06.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.079561233520508,-11.835619926452637,True
/app/DATA/data_scale_exp_800k/unshared,obj2_closer,output/phasevar_5/0000_phA01_phB07.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-10.051551818847656,-11.638213157653809,True
