model_path,variant,image,question,ground_truth,prediction,Yes_logit,No_logit,correct
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB00.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.728799819946289,-10.477575302124023,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB01.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.432231903076172,-10.42961311340332,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB02.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.472246170043945,-10.39572525024414,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB03.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.14887523651123,-10.421449661254883,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB04.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-10.926737785339355,-10.292684555053711,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB05.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-10.54353141784668,-10.181556701660156,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB06.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.134425163269043,-10.167304039001465,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB07.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-10.451171875,-10.064273834228516,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB08.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-10.242105484008789,-10.123723030090332,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB09.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.696020126342773,-10.380526542663574,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB10.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.842402458190918,-10.485107421875,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB11.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.515607833862305,-10.434000015258789,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB12.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.243943214416504,-10.410919189453125,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB13.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-12.196477890014648,-10.614399909973145,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB14.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-12.316049575805664,-10.585297584533691,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA00_phB15.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-12.206542015075684,-10.62031078338623,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB00.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-12.104494094848633,-10.526605606079102,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB01.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.662038803100586,-10.449614524841309,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB02.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.632341384887695,-10.414044380187988,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB03.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.473037719726562,-10.420631408691406,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB04.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.44654655456543,-10.329853057861328,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB05.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-10.856446266174316,-10.18183708190918,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB06.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.334278106689453,-10.186429023742676,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB07.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-10.780759811401367,-10.091665267944336,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB08.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-10.73201847076416,-10.13703727722168,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB09.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.868612289428711,-10.405826568603516,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB10.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-12.113698959350586,-10.557494163513184,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB11.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.773628234863281,-10.485098838806152,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB12.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.43252182006836,-10.444463729858398,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB13.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-12.25458812713623,-10.606098175048828,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB14.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-12.591828346252441,-10.635693550109863,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA01_phB15.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-12.448328971862793,-10.629523277282715,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA02_phB00.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-12.012750625610352,-10.464727401733398,True
/app/DATA/data_scale_exp_2m/unshared,obj1_closer,output/phasevar_5/0000_phA02_phB01.png,Is the cyan cube closer to the viewer than the green sphere? Answer with yes or no.,No,No,-11.50505542755127,-10.339272499084473,True
