model_path,variant,image,question,ground_truth,prediction,Yes_logit,No_logit,correct
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB00.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.175424575805664,-11.263919830322266,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB01.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.112898826599121,-10.695846557617188,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB02.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.099738121032715,-10.510854721069336,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB03.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,No,-10.296924591064453,-10.246905326843262,False
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB04.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,No,-10.38182544708252,-10.193236351013184,False
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB05.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,No,-10.301456451416016,-10.183234214782715,False
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB06.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.190178871154785,-10.192451477050781,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB07.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.170382499694824,-10.22376823425293,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB08.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.12229061126709,-10.433934211730957,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB09.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.122723579406738,-10.925596237182617,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB10.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.11133861541748,-11.107264518737793,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB11.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.167162895202637,-11.085620880126953,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB12.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.212122917175293,-11.200785636901855,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB13.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.198681831359863,-11.440631866455078,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB14.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.126822471618652,-11.424041748046875,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA00_phB15.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.260458946228027,-11.762690544128418,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB00.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.232473373413086,-11.532746315002441,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB01.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.112652778625488,-10.865753173828125,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB02.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.094258308410645,-10.616803169250488,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB03.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.258466720581055,-10.340554237365723,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB04.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,No,-10.314797401428223,-10.238184928894043,False
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB05.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,No,-10.265982627868652,-10.265522956848145,False
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB06.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.168920516967773,-10.296122550964355,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB07.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.176289558410645,-10.376839637756348,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB08.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.14677619934082,-10.6410551071167,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB09.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.195003509521484,-11.163788795471191,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB10.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.161347389221191,-11.340063095092773,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB11.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.21168041229248,-11.324097633361816,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB12.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.254796028137207,-11.362112045288086,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB13.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.251799583435059,-11.633368492126465,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB14.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.218179702758789,-11.651081085205078,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA01_phB15.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.291790008544922,-11.891975402832031,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA02_phB00.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.227127075195312,-11.498064041137695,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA02_phB01.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.174278259277344,-11.15116024017334,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA02_phB02.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.100836753845215,-10.733781814575195,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA02_phB03.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.186388969421387,-10.49290943145752,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA02_phB04.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.230695724487305,-10.33247184753418,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA02_phB05.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.188037872314453,-10.3818941116333,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA02_phB06.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.128965377807617,-10.420170783996582,True
/app/DATA/data_scale_exp_800k/unshared,obj1_farther,output/phasevar_5/0000_phA02_phB07.png,Is the cyan cube farther from the viewer than the green sphere? Answer with yes or no.,Yes,Yes,-10.138497352600098,-10.577998161315918,True
