model_path,variant,image,question,ground_truth,prediction,Yes_logit,No_logit,correct
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB00.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.208358764648438,-10.160272598266602,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB01.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.220291137695312,-10.099430084228516,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB02.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.201458930969238,-10.054893493652344,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB03.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.223094940185547,-10.103592872619629,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB04.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.253535270690918,-10.104713439941406,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB05.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.251531600952148,-10.105338096618652,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB06.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.240608215332031,-10.086302757263184,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB07.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.205927848815918,-10.053023338317871,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB08.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.210111618041992,-10.136316299438477,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB09.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.22228717803955,-10.186120986938477,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB10.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.20767879486084,-10.166980743408203,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB11.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.257804870605469,-10.266521453857422,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB12.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.259590148925781,-10.215867042541504,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB13.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.239197731018066,-10.24958610534668,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB14.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.21771240234375,-10.208658218383789,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA00_phB15.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.225375175476074,-10.221083641052246,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB00.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.224886894226074,-10.22687816619873,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB01.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.196199417114258,-10.108091354370117,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB02.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.218354225158691,-10.140318870544434,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB03.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.219144821166992,-10.143125534057617,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB04.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.225204467773438,-10.120438575744629,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB05.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.230997085571289,-10.113458633422852,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB06.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.226861000061035,-10.1017484664917,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB07.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.211342811584473,-10.085898399353027,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB08.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.223381996154785,-10.167570114135742,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB09.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.226493835449219,-10.182153701782227,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB10.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.214303016662598,-10.18759536743164,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB11.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.241205215454102,-10.23643970489502,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB12.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.2505521774292,-10.2303466796875,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB13.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.22263240814209,-10.254155158996582,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB14.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.212373733520508,-10.197482109069824,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA01_phB15.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.245244026184082,-10.253101348876953,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA02_phB00.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.213542938232422,-10.16425609588623,True
/app/DATA/data_scale_exp_80k/unshared,obj2_closer,output/phasevar_4/0/0000_phA02_phB01.png,Is the green sphere closer to the viewer than the cyan cube? Answer with yes or no.,Yes,Yes,-9.203986167907715,-10.1191987991333,True
